train_no,train_name,zone,source_station,destination_station,current_station,day_of_week,month,festival,weather,temperature,humidity,visibility_km,rainfall_mm,track_congestion,station_congestion,previous_station_delay,average_route_delay,distance_from_source,distance_remaining,train_priority,locomotive_type,maintenance_flag,delay_minutes
12001,Shatabdi,NR,CNB,NGP,HWH,Sunday,3,None,Rain,28.1,95,11.3,47,Medium,Low,0,26,805,1473,Passenger,WAP-7,Yes,31
12138,Punjab Mail,CR,PRYJ,KOTA,CNB,Thursday,3,None,Clear,23.2,28,4.0,0,Low,Medium,9,0,856,1094,Express,WDP-4D,No,9
12138,Punjab Mail,CR,KOTA,SBC,HWH,Sunday,10,None,Rain,8.0,66,3.5,35,High,Medium,0,5,1214,519,Express,WDP-4D,Yes,32
12627,Karnataka Express,SWR,NGP,AGC,PRYJ,Friday,3,None,Clear,43.3,26,3.3,0,Medium,Low,7,10,142,1429,Passenger,WAG-9,Yes,17
12622,Tamil Nadu Express,SR,NDLS,MAS,CNB,Wednesday,9,None,Clear,24.7,76,1.7,0,High,High,3,3,390,1358,Freight,WAG-9,Yes,24
12138,Punjab Mail,CR,BCT,NDLS,SBC,Friday,12,None,Clear,22.6,83,11.6,0,Low,Low,0,2,739,585,Mail,WAP-7,No,2
12622,Tamil Nadu Express,SR,PRYJ,CNB,CNB,Tuesday,12,Holi,Rain,24.2,94,4.5,105,Low,Medium,7,14,1140,1467,Express,WAP-5,Yes,35
12001,Shatabdi,NR,CNB,NGP,SBC,Monday,2,None,clear,40.3,,13.7,0,Medium,Medium,25,14,589,1555,Mail,WAP-5,No,39
12138,Punjab Mail,CR,NGP,CNB,PRYJ,Friday,11,None,Clear,35.0,60,12.1,0,Low,Low,8,21,236,345,Express,WDP-4D,Yes,29
22436,Vande Bharat,NR,NDLS,MAS,AGC,Saturday,8,None,Rain,24.4,59,5.9,113,High,High,0,17,611,164,Mail,WAP-5,Yes,36
12301,Howrah Rajdhani,ER,KOTA,CNB,BPL,Thursday,6,None,clear,35.9,47,8.2,0,Medium,High,15,6,972,1266,Freight,WAP-5,No,23
12622,Tamil Nadu Express,SR,HWH,LKO,LKO,Sunday,9,Chhath,Fog,29.4,68,9.8,0,Medium,Medium,18,0,135,1159,Freight,WAG-9,Yes,61
12001,Shatabdi,NR,KOTA,PRYJ,BCT,Tuesday,3,None,Clear,,69,3.2,0,Low,Medium,6,4,1535,276,Freight,WAP-5,No,10
11057,Amritsar Express,CR,HWH,LKO,BCT,Saturday,9,None,Rain,30.3,,7.6,30,High,Low,39,16,935,235,Express,WDP-4D,No,88
12627,Karnataka Express,SWR,BCT,NGP,PRYJ,Sunday,10,None,Clear,14.7,74,6.3,0,Low,Medium,3,22,1063,305,Passenger,WAP-7,Yes,25
22436,Vande Bharat,NR,KOTA,NGP,SBC,Saturday,11,Chhath,Clear,42.2,84,6.5,0,Medium,Medium,10,18,1314,328,Vande Bharat,WAG-9,No,28
12622,Tamil Nadu Express,SR,HWH,BPL,NGP,Friday,1,None,Clear,18.5,81,0.9,0,Medium,High,15,9,199,1510,Vande Bharat,WDP-4D,No,34
12951,Mumbai Rajdhani,WR,AGC,CNB,KOTA,Monday,6,Holi,Rain,29.1,42,2.4,46,Medium,Low,15,4,224,294,Vande Bharat,WAG-9,No,36
22436,Vande Bharat,NR,PRYJ,AGC,LKO,Saturday,12,None,Clear,8.2,79,12.2,0,Medium,Medium,15,14,277,934,Express,WDP-4D,Yes,21
12622,Tamil Nadu Express,SR,CNB,SBC,NGP,Wednesday,1,Diwali,Clear,20.3,88,12.2,0,Medium,Low,0,11,1412,788,Passenger,WAP-7,No,19
12622,Tamil Nadu Express,SR,BPL,PRYJ,AGC,Thursday,5,None,Fog,13.1,36,0.5,0,Medium,Medium,2,8,1549,871,Passenger,WDP-4D,No,-7
12627,Karnataka Express,SWR,KOTA,MAS,PRYJ,Tuesday,7,None,Fog,41.1,43,14.7,0,Medium,Low,9,4,693,1123,Express,WAP-5,Yes,40
12001,Shatabdi,NR,BCT,HWH,NDLS,Sunday,3,None,Rain,17.8,69,9.2,100,Low,Medium,17,6,960,1540,Mail,WAP-5,Yes,34
12138,Punjab Mail,CR,CNB,KOTA,PRYJ,Wednesday,6,Eid,Clear,10.7,82,6.4,0,High,High,1,13,1789,1345,Vande Bharat,WAP-7,Yes,40
12627,Karnataka Express,SWR,BPL,PRYJ,LKO,Sunday,10,None,Clear,25.5,48,13.0,0,Medium,High,15,0,430,1024,Freight,WAP-7,Yes,25
11057,Amritsar Express,CR,MAS,LKO,BCT,Friday,11,None,Clear,24.9,28,2.8,0,High,Medium,0,0,1396,178,Express,WDP-4D,Yes,8
22436,Vande Bharat,NR,AGC,HWH,KOTA,Tuesday,3,Eid,Fog,17.0,37,8.6,0,High,Medium,19,0,713,1165,Vande Bharat,WAP-5,No,50
11057,Amritsar Express,CR,BCT,HWH,CNB,Tuesday,5,None,Rain,32.7,89,7.3,87,High,Medium,22,1,542,1673,Freight,WAP-5,Yes,49
12627,Karnataka Express,SWR,CNB,AGC,MAS,Saturday,3,None,Clear,,80,9.2,0,Low,High,13,14,1560,719,Rajdhani,WAG-9,Yes,37
12951,Mumbai Rajdhani,WR,KOTA,NGP,HWH,Sunday,6,None,Fog,42.0,38,5.8,0,Low,Low,12,9,551,1604,Passenger,WAP-7,No,24
12951,Mumbai Rajdhani,WR,BCT,HWH,CNB,Tuesday,10,None,Clear,15.8,39,10.9,0,Low,Low,0,1,1053,1778,Express,WAG-9,Yes,0
12301,Howrah Rajdhani,ER,NDLS,KOTA,BPL,Tuesday,7,None,Clear,44.8,30,13.4,0,Medium,Low,14,11,446,1017,Vande Bharat,WDP-4D,Yes,17
11057,Amritsar Express,CR,NDLS,PRYJ,CNB,Monday,7,None,Clear,38.7,81,14.4,0,High,Low,0,0,319,319,Express,WAP-7,Yes,8
12138,Punjab Mail,CR,BPL,LKO,MAS,Wednesday,7,Chhath,Rain,30.0,33,12.1,52,Low,High,23,5,709,1110,Freight,WAG-9,Yes,65
12951,Mumbai Rajdhani,WR,SBC,KOTA,NGP,Sunday,2,None,Fog,10.8,87,5.2,0,Medium,Low,12,10,1438,214,Passenger,WAP-7,Yes,48
22436,Vande Bharat,NR,LKO,PRYJ,BCT,Friday,11,None,Rain,19.8,40,12.9,27,Medium,Medium,6,16,602,1208,Vande Bharat,WAG-9,Yes,37
12951,Mumbai Rajdhani,WR,HWH,BPL,LKO,Tuesday,7,None,Clear,38.0,80,3.5,0,Medium,Medium,5,0,964,764,Freight,WAP-5,Yes,0
11057,Amritsar Express,CR,NDLS,HWH,AGC,Friday,5,None,Fog,16.6,20,2.5,0,Medium,High,15,9,508,1769,Express,WAP-7,Yes,65
12001,Shatabdi,NR,CNB,LKO,KOTA,Wednesday,9,None,Rain,20.9,61,6.8,41,Low,High,5,5,1388,1541,Freight,WAG-9,No,32
12951,Mumbai Rajdhani,WR,PRYJ,NDLS,BCT,Monday,3,None,Cloudy,12.4,95,13.9,0,Medium,Medium,6,0,1474,827,Express,WAP-5,No,0
12627,Karnataka Express,SWR,BPL,SBC,HWH,Friday,4,None,Rain,12.2,55,12.0,17,High,Low,20,11,1703,953,Mail,WAG-9,Yes,60
12627,Karnataka Express,SWR,NGP,KOTA,SBC,Friday,11,Chhath,Cloudy,44.4,64,9.5,0,High,Low,17,14,1117,1714,Mail,WAP-7,Yes,47
12627,Karnataka Express,SWR,BPL,PRYJ,SBC,Friday,8,None,Cloudy,24.8,64,11.0,0,Medium,High,11,18,980,362,Express,WAP-5,Yes,39
12627,Karnataka Express,SWR,SBC,BPL,KOTA,Thursday,9,None,Clear,17.6,79,8.0,0,Medium,Low,0,5,1507,436,Express,WAP-7,Yes,5
12301,Howrah Rajdhani,ER,NGP,BPL,NGP,Sunday,10,None,Rain,9.2,87,1.4,38,High,High,13,4,34,1309,Express,WDP-4D,No,46
12622,Tamil Nadu Express,SR,PRYJ,AGC,NGP,Saturday,5,None,Clear,14.7,35,14.8,0,Medium,High,1,12,492,547,Mail,WAG-9,No,23
12001,Shatabdi,NR,AGC,LKO,BCT,Tuesday,1,None,Fog,20.3,50,9.7,0,Medium,Low,23,1,551,200,Mail,WAG-9,No,60
12301,Howrah Rajdhani,ER,HWH,NGP,AGC,Thursday,5,None,Fog,19.3,70,8.8,0,High,High,15,6,898,197,Express,WAP-5,Yes,65
12001,Shatabdi,NR,CNB,BPL,BPL,Thursday,12,None,Cloudy,12.6,65,0.8,0,Low,Medium,9,0,1494,1308,Passenger,WAG-9,No,9
12301,Howrah Rajdhani,ER,LKO,BCT,MAS,Saturday,7,Holi,Rain,27.4,54,5.1,67,Medium,Medium,10,10,1118,39,Rajdhani,WAP-7,Yes,29
12951,Mumbai Rajdhani,WR,SBC,PRYJ,LKO,Saturday,3,None,Clear,44.2,65,9.2,0,Low,Low,9,6,521,56,Passenger,WDP-4D,No,7
11057,Amritsar Express,CR,SBC,AGC,NGP,Friday,5,None,Clear,9.8,85,10.9,0,High,Low,0,9,1120,260,Express,WAP-5,Yes,17
12622,Tamil Nadu Express,SR, NDLS ,KOTA,HWH,Wednesday,1,Diwali,Clear,26.4,58,10.1,0,High,Medium,28,2,764,181,Vande Bharat,WDP-4D,Yes,46
12138,Punjab Mail,CR,SBC,PRYJ,MAS,Thursday,8,None,Clear,40.0,64,9.7,0,High,High,14,8,200,983,Rajdhani,WAG-9,Yes,40
22436,Vande Bharat,NR,MAS,SBC,PRYJ,Wednesday,11,Diwali,Clear,23.9,88,6.9,0,Low,High,23,14,1564,745,Mail,WAG-9,No,47
12622,Tamil Nadu Express,SR,NGP,HWH,PRYJ,Saturday,1,None,Rain,36.8,33,10.7,55,Low,High,16,3,485,872,Express,WAP-5,No,50
12627,Karnataka Express,SWR,HWH,SBC,MAS,Wednesday,7,None,Clear,19.2,90,10.4,0,Low,High,14,14,850,1302,Passenger,WAG-9,No,38
11057,Amritsar Express,CR,NGP,BPL,HWH,Monday,11,None,Rain,26.7,92,6.6,42,High,High,0,22,190,144,Vande Bharat,WAG-9,No,53
11057,Amritsar Express,CR,KOTA,LKO,AGC,Thursday,6,None,Clear,18.7,43,6.0,0,Low,Medium,0,16,1444,927,Rajdhani,WAP-7,No,16
12627,Karnataka Express,SWR,BPL,SBC,CNB,Monday,6,None,Fog,9.7,92,9.5,0,Low,Medium,0,0,1326,1011,Freight,WDP-4D,Yes,25
12627,Karnataka Express,SWR,CNB,HWH,AGC,Thursday,4,None,Clear,23.8,61,4.4,0,Low,Medium,14,8,408,41,Rajdhani,WDP-4D,No,22
22436,Vande Bharat,NR,LKO,PRYJ,HWH,Wednesday,2,None,Clear,31.9,47,13.7,0,High,Low,24,11,1319,710,Vande Bharat,WAP-5,No,35
12138,Punjab Mail,CR,BCT,PRYJ,MAS,Friday,3,None,Clear,,80,13.4,0,High,High,12,3,349,1162,Vande Bharat,WDP-4D,Yes,33
22436,Vande Bharat,NR,BCT,HWH,BCT,Tuesday,1,None,rain,9.1,80,13.3,48,Low,Medium,19,2,1571,370,Vande Bharat,WAG-9,Yes,38
12138,Punjab Mail,CR,KOTA,MAS,PRYJ,Wednesday,8,None,Clear,26.3,24,5.8,0,Low,High,0,0,435,276,Rajdhani,WAG-9,Yes,10
12951,Mumbai Rajdhani,WR,BCT,MAS,NGP,Wednesday,7,None,Clear,14.7,76,5.0,0,Medium,Low,0,11,1090,628,Passenger,WAP-7,No,3
12138,Punjab Mail,CR,SBC,AGC,AGC,Thursday,2,Holi,Cloudy,15.6,30,6.9,0,Medium,Medium,15,5,179,1747,Mail,WDP-4D,No,28
12622,Tamil Nadu Express,SR,KOTA,BCT,NDLS,Thursday,6,None,Clear,19.3,37,12.8,0,Low,Low,0,0,1348,958,Passenger,WDP-4D,Yes,0
22436,Vande Bharat,NR,CNB,BPL,KOTA,Sunday,5,None,Fog,41.6,87,6.0,0,Low,High,0,8,1198,484,Mail,WAP-7,No,45
11057,Amritsar Express,CR,NGP,BPL,LKO,Tuesday,4,Holi,Rain,20.8,,4.3,71,Medium,Low,1,13,1095,1234,Mail,WAP-7,No,33
12138,Punjab Mail,CR,NGP,NDLS,LKO,Friday,5,Diwali,Rain,13.9,54,3.6,59,High,High,14,8,399,1698,Passenger,WAG-9,Yes,69
12951,Mumbai Rajdhani,WR,BCT,NGP,MAS,Tuesday,2,None,Fog,35.2,57,9.2,0,High,Low,5,0,284,1343,Rajdhani,WDP-4D,Yes,22
22436,Vande Bharat,NR,HWH,NDLS,KOTA,Wednesday,6,None,Fog,19.2,53,9.7,0,Low,High,10,4,173,1163,Passenger,WDP-4D,Yes,37
12622,Tamil Nadu Express,SR,LKO,KOTA,SBC,Sunday,5,None,Clear,9.0,41,10.7,0,High,Low,13,3,1196,149,Rajdhani,WAP-7,No,24
12951,Mumbai Rajdhani,WR,LKO,BCT,HWH,Wednesday,5,Chhath,clear,38.1,83,4.7,0,Low,Low,12,25,263,687,Rajdhani,WAP-5,No,37
12138,Punjab Mail,CR,AGC,PRYJ,HWH,Thursday,1,None,Clear,37.2,44,11.7,0,High,High,16,0,897,783,Mail,WAG-9,No,34
12001,Shatabdi,NR,HWH,MAS,BCT,Sunday,9,Chhath,Fog,44.3,62,10.1,0,High,High,14,16,1159,1609,Express,WAP-7,No,72
22436,Vande Bharat,NR,BPL,SBC,PRYJ,Sunday,7,None,Fog,40.5,45,9.8,0,Medium,Low,11,10,1410,369,Freight,WAG-9,No,45
22436,Vande Bharat,NR,AGC,LKO,SBC,Friday,11,Chhath,Clear,17.3,77,10.0,0,Low,High,34,10,937,1346,Passenger,WAP-7,Yes,54
12627,Karnataka Express,SWR,MAS,PRYJ,CNB,Tuesday,6,None,Fog,27.2,51,13.7,0,Low,High,4,17,460,1075,Mail,WAP-7,No,66
12627,Karnataka Express,SWR,KOTA,HWH,PRYJ,Sunday,9,None,Rain,29.3,46,7.7,83,High,High,0,18,152,873,Vande Bharat,WAP-7,No,41
12138,Punjab Mail,CR,HWH,NGP,BCT,Wednesday,7,None,Clear,15.7,65,10.2,0,Low,Low,0,3,1643,492,Rajdhani,WAP-5,No,3
11057,Amritsar Express,CR,BCT,KOTA,BPL,Friday,6,Eid,Clear,35.1,56,0.5,0,Medium,High,8,8,1443,168,Rajdhani,WAP-7,No,34
12627,Karnataka Express,SWR,PRYJ,MAS,HWH,Tuesday,10,Chhath,Rain,38.7,26,4.6,45,Low,Medium,0,11,206,156,Freight,WAP-5,Yes,38
22436,Vande Bharat,NR,SBC,LKO,KOTA,Saturday,9,None,Storm,20.6,45,6.9,0,Low,Medium,16,0,1690,185,Passenger,WDP-4D,No,8
12301,Howrah Rajdhani,ER,BCT,HWH,BPL,Saturday,7,None,Clear,24.8,28,5.9,0,Medium,High,4,0,72,1435,Passenger,WAG-9,Yes,6
12622,Tamil Nadu Express,SR,MAS,LKO,NDLS,Monday,6,None,Clear,29.1,86,7.2,0,High,Low,1,5,283,387,Passenger,WDP-4D,No,14
12622,Tamil Nadu Express,SR,NDLS,PRYJ,LKO,Wednesday,3,None,Clear,,74,13.4,0 mm,High,Low,18,9,1722,1199,Mail,WAP-5,Yes,-10
22436,Vande Bharat,NR,HWH,CNB,SBC,Monday,3,None,Clear,16.4,37,10.6,0 mm,Medium,High,7,6,451,643,Rajdhani,WAP-7,No,15
12138,Punjab Mail,CR,HWH,BCT,PRYJ,Tuesday,6,None,Clear,12.3,66,8.3,0,High,Medium,12,0,1229,759,Freight,WAP-5,No,20
12627,Karnataka Express,SWR,SBC,BCT,NDLS,Saturday,10,Chhath,Clear,41.1,42,9.2,0,Medium,Medium,21,14,1638,502,Vande Bharat,WAP-5,Yes,43
11057,Amritsar Express,CR,CNB,NDLS,BPL,Wednesday,7,None,Clear,26.4,20,14.8,0,Low,Low,35,0,506,753,Vande Bharat,WAP-5,Yes,35
12951,Mumbai Rajdhani,WR,MAS,PRYJ,SBC,Tuesday,7,None,Clear,11.2,98,2.8,0,High,Medium,2,5,797,1058,Mail,WAG-9,Yes,7
12622,Tamil Nadu Express,SR,NDLS,HWH,BPL,Tuesday,8,None,Clear,13.1,66,9.3,0,Low,High,6,14,1499,255,Vande Bharat,WAG-9,Yes,30
12951,Mumbai Rajdhani,WR,BPL,MAS,HWH,Monday,2,None,Clear,20.0,36,9.8,0,Low,Medium,12,3,310,1688,Mail,WDP-4D,No,7
12001,Shatabdi,NR,BPL,AGC,AGC,Saturday,10,None,Fog,19.3,98,1.3,0,High,Medium,0,19,133,234,Vande Bharat,WDP-4D,Yes,39
22436,Vande Bharat,NR,NGP,PRYJ,NDLS,Tuesday,3,Diwali,Cloudy,41.0,65,8.8,0,High,Low,12,10,136,1390,Rajdhani,WDP-4D,No,30
22436,Vande Bharat,NR,BPL,KOTA,NGP,Friday,2,None,Clear,43.3,44,2.9,0,High,High,0,10,928,889,Passenger,WDP-4D,Yes,20
12627,Karnataka Express,SWR,NGP,MAS,CNB,Thursday,5,None,Clear,41.1,77,0.8,0,High,Medium,0,13,1049,597,Express,WAG-9,Yes,21
11057,Amritsar Express,CR,AGC,NGP,BCT,Tuesday,3,None,Clear,18.7,80,14.9,0,Medium,Low,31,6,621,1158,Passenger,WDP-4D,Yes,37
12951,Mumbai Rajdhani,WR,KOTA,BCT,LKO,Monday,6,Holi,Clear,8.4,63,14.0,0,Medium,High,28,16,664,424,Express,WDP-4D,Yes,54
12951,Mumbai Rajdhani,WR,CNB,AGC,LKO,Wednesday,7,Chhath,Cloudy,37.3,38,11.7,0,Low,Medium,21,20,841,132,Freight,WDP-4D,Yes,41
12622,Tamil Nadu Express,SR,MAS,NDLS,BPL,Saturday,3,None,Clear,,35,1.5,0,High,Low,0,0,1046,19,Passenger,WAP-5,No,8
12627,Karnataka Express,SWR,PRYJ,LKO,NGP,Wednesday,10,Holi,Cloudy,20.6,86,15.0,0,Medium,Low,25,4,1303,931,Mail,WAG-9,No,37
12622,Tamil Nadu Express,SR,MAS,AGC,AGC,Sunday,4,None,Rain,13.1,76,10.0,11,Low,Low,9,1,109,1504,Express,WDP-4D,No,33
12001,Shatabdi,NR,NDLS,MAS,CNB,Wednesday,3,None,Fog,21.7,21,12.0,0,Low,High,8,2,148,299,Rajdhani,WAG-9,No,31
12622,Tamil Nadu Express,SR,AGC,CNB,SBC,Wednesday,4,Eid,Clear,30.6,83,7.2,0,High,Medium,22,0,1253,453,Passenger,WAP-5,No,38
11057,Amritsar Express,CR,CNB,BCT,SBC,Tuesday,7,None,Rain,42.2,56,2.5,2,Medium,Medium,0,0,94,843,Freight,WAP-7,No,13
12138,Punjab Mail,CR,BPL,SBC,NGP,Wednesday,7,None,Clear,34.1,46,13.3,0,Medium,Medium,18,0,1372,1101,Express,WAP-5,No,18
12301,Howrah Rajdhani,ER,NDLS,KOTA,SBC,Thursday,8,None,Rain,27.1,42,12.3,25,Medium,Medium,13,0,234,1463,Vande Bharat,WAP-7,No,20
11057,Amritsar Express,CR,NDLS,NGP,NGP,Friday,5,Eid,Cloudy,18.8,27,3.9,0,Low,Low,31,6,263,1316,Rajdhani,WDP-4D,No,45
12138,Punjab Mail,CR,PRYJ,LKO,AGC,Thursday,11,None,Clear,32.9,74,5.8,0,High,Medium,14,16,1502,891,Passenger,WAG-9,No,38
12951,Mumbai Rajdhani,WR,HWH,LKO,PRYJ,Saturday,9,None,Clear,33.5,95,2.0,0,Medium,Medium,6,15,458,1499,Express,WAG-9,Yes,13
12951,Mumbai Rajdhani,WR,MAS,NDLS,CNB,Monday,3,None,Clear,27.6,96,9.4,0,High,Low,10,4,9,397,Vande Bharat,WAP-7,Yes,14
22436,Vande Bharat,NR,LKO,NDLS,HWH,Sunday,2,None,Rain,12.6,91,2.1,8,Low,High,17,0,873,1553,Passenger,WAP-7,No,35
11057,Amritsar Express,CR,HWH,LKO,HWH,Friday,7,None,Fog,28.5,78,14.8,0 mm,High,Medium,20,10,820,77,Freight,WAP-7,No,71
22436,Vande Bharat,NR,HWH,SBC,CNB,Thursday,1,None,Cloudy,36.5,60,7.3,0,Low,High,0,15,1250,1500,Express,WAP-7,No,17
12301,Howrah Rajdhani,ER,NGP,AGC,CNB,Tuesday,10,None,Clear,21.1,24,3.0,0,Medium,High,16,17,165,1603,Express,WAP-7,Yes,35
12951,Mumbai Rajdhani,WR,PRYJ,HWH,MAS,Sunday,6,None,Clear,19.3,89,8.5,0,Medium,High,10,9,1597,1092,Mail,WAP-5,Yes,21
12001,Shatabdi,NR,NDLS,BCT,SBC,Friday,8,None,Clear,11.0,98,8.5,0,High,Medium,25,26,1660,1512,Freight,WAP-7,Yes,59
12001,Shatabdi,NR,CNB,BCT,LKO,Sunday,8,None,Rain,12.3,92,11.1,57,High,Medium,19,5,549,845,Mail,WAG-9,No,53
12138,Punjab Mail,CR,HWH,BCT,MAS,Friday,4,None,Clear,23.0,60,9.2,0,High,Medium,18,22,1086,637,Passenger,WDP-4D,No,-3
12001,Shatabdi,NR,LKO,SBC,AGC,Thursday,5,None,Clear,31.5,89,1.8,0 mm,High,Low,5,0,1683,1091,Express,WDP-4D,No,13
22436,Vande Bharat,NR,PRYJ,NDLS,BPL,Friday,4,None,Cloudy,15.8,59,9.2,0,Low,Low,5,14,273,1051,Express,WDP-4D,No,11
12622,Tamil Nadu Express,SR,CNB,KOTA,BCT,Thursday,9,None,Clear,24.2,67,12.2,0 mm,Low,Low,11,6,832,597,Vande Bharat,WAP-5,No,17
22436,Vande Bharat,NR,CNB,KOTA,AGC,Wednesday,1,None,Clear,35.5,24,1.4,0,Low,Medium,29,16,446,1528,Freight,WAP-7,Yes,37
12951,Mumbai Rajdhani,WR,PRYJ,AGC,AGC,Sunday,3,None,Fog,8.2,,8.4,0,Low,Low,0,10,1295,784,Express,WAG-9,No,19
12622,Tamil Nadu Express,SR,NDLS,NGP,NDLS,Wednesday,2,None,Fog,26.8,38,12.1,0,Medium,High,34,18,1010,1051,Express,WAP-7,Yes,102
12627,Karnataka Express,SWR,AGC,NDLS,NDLS,Sunday,2,None,Clear,40.8,35,10.9,0,Low,High,4,14,1732,708,Rajdhani,WDP-4D,Yes,28
12622,Tamil Nadu Express,SR,BPL,KOTA,SBC,Tuesday,1,None,Fog,9.5,56,5.2,0,Low,High,18,6,1555,1498,Mail,WAP-7,Yes,53
12301,Howrah Rajdhani,ER, LKO ,PRYJ,PRYJ,Saturday,4,None,Clear,38.3,61,2.2,0,Low,High,13,11,352,578,Passenger,WAP-5,No,26
12301,Howrah Rajdhani,ER,AGC,LKO,BPL,Sunday,11,None,Clear,23.9,53,11.6,0,Medium,High,9,3,1213,1282,Mail,WAG-9,Yes,14
12627,Karnataka Express,SWR,KOTA,HWH,MAS,Saturday,3,Diwali,Clear,18.9,56,0.7,0,Medium,High,15,5,50,955,Freight,WAP-7,No,38
12301,Howrah Rajdhani,ER,NDLS,MAS,AGC,Thursday,5,Chhath,Clear,27.2,69,12.9,0,Low,High,13,19,255,666,Vande Bharat,WAG-9,No,42
12951,Mumbai Rajdhani,WR,NGP,HWH,HWH,Tuesday,6,Diwali,Clear,37.8,59,1.0,0,High,Low,0,1,110,1442,Passenger,WAP-7,Yes,9
22436,Vande Bharat,NR,MAS,BPL,SBC,Tuesday,5,None,Clear,32.4,57,8.6,0,Low,High,16,7,455,273,Freight,WAP-5,Yes,25
12001,Shatabdi,NR,KOTA,NGP,KOTA,Monday,5,None,Rain,15.9,89,13.2,110,Low,High,5,0,843,24,Vande Bharat,WDP-4D,No,37
12622,Tamil Nadu Express,SR,NGP,SBC,LKO,Saturday,7,None,Cloudy,37.8,40,2.9,0,Medium,Medium,0,6,1315,1213,Freight,WAG-9,No,6
12001,Shatabdi,NR,HWH,BCT,BCT,Wednesday,7,None,Clear,37.9,50,7.2,0,High,Low,18,17,561,1396,Express,WDP-4D,No,43
12951,Mumbai Rajdhani,WR,NGP,AGC,KOTA,Friday,3,None,Rain,19.0,74,3.2,3,Medium,Medium,13,10,1794,1253,Passenger,WAG-9,Yes,22
12138,Punjab Mail,CR,AGC,BPL,PRYJ,Sunday,3,None,Cloudy,38.7,74,3.1,0,Medium,Medium,6,13,1361,1776,Vande Bharat,WDP-4D,No,19
12001,Shatabdi,NR,PRYJ,AGC,PRYJ,Monday,11,None,Fog,9.0,32,6.8,0,High,High,10,12,826,1740,Rajdhani,WDP-4D,No,77
12622,Tamil Nadu Express,SR,CNB,NDLS,HWH,Saturday,7,None,Clear,22.4,45,9.7,0,Medium,Medium,11,0,1335,304,Rajdhani,WAG-9,No,11
12627,Karnataka Express,SWR,MAS,BCT,MAS,Monday,6,None,Clear,28.2,36,10.9,0,High,Medium,12,0,190,83,Rajdhani,WAP-7,No,20
12627,Karnataka Express,SWR, CNB ,PRYJ,BPL,Wednesday,2,None,Clear,29.6,27,5.7,0,Low,Low,28,1,4,1256,Rajdhani,WAP-7,Yes,29
12138,Punjab Mail,CR,SBC,HWH,NDLS,Thursday,1,None,Clear,11.5,38,1.7,0,High,Medium,5,15,1283,707,Rajdhani,WAG-9,No,28
12951,Mumbai Rajdhani,WR,NDLS,AGC,BPL,Tuesday,8,Chhath,Clear,31.0,31,7.2,0,High,Low,14,1,224,307,Mail,WDP-4D,No,23
12627,Karnataka Express,SWR,BPL,CNB,PRYJ,Friday,5,Eid,Clear,18.2,24,7.9,0,Low,Low,21,20,1716,156,Vande Bharat,WAG-9,No,49
12138,Punjab Mail,CR,SBC,MAS,AGC,Monday,3,None,Clear,10.7,51,10.9,0,Medium,Medium,7,6,1379,348,Passenger,WDP-4D,Yes,13
12001,Shatabdi,NR, KOTA ,NGP,KOTA,Thursday,3,None,Storm,22.3,29,14.7,0,High,Low,6,16,1452,1025,Express,WAP-5,Yes,30
11057,Amritsar Express,CR,BCT,CNB,KOTA,Sunday,4,None,Clear,17.5,69,6.2,0,Medium,High,22,2,541,583,Freight,WDP-4D,Yes,34
12301,Howrah Rajdhani,ER,AGC,MAS,AGC,Thursday,5,None,Clear,39.1,30,12.0,0,High,High,9,10,1733,1609,Rajdhani,WAP-7,Yes,29
12627,Karnataka Express,SWR,SBC,LKO,LKO,Sunday,11,None,Cloudy,26.1,72,2.0,0,Medium,High,5,5,146,80,Rajdhani,WDP-4D,Yes,20
22436,Vande Bharat,NR,CNB,NDLS,LKO,Sunday,11,None,Cloudy,30.0,94,1.2,0,High,Low,7,6,1720,1700,Mail,WAG-9,Yes,13
12627,Karnataka Express,SWR,NGP,LKO,NDLS,Tuesday,5,None,Clear,,25,13.3,0,Low,Medium,5,5,1402,1719,Vande Bharat,WDP-4D,No,10
12138,Punjab Mail,CR,LKO,NGP,HWH,Tuesday,6,Chhath,Rain,21.1,88,0.9,4,Low,Low,8,13,1762,319,Passenger,WAP-5,No,48
12001,Shatabdi,NR,KOTA,BPL,KOTA,Saturday,10,None,Clear,,92,8.4,0,Medium,High,43,0,1795,1588,Passenger,WDP-4D,Yes,53
12301,Howrah Rajdhani,ER,PRYJ,AGC,BPL,Thursday,2,Diwali,Rain,28.7,98,7.2,106,Low,Medium,3,19,121,1130,Rajdhani,WAP-7,No,34
11057,Amritsar Express,CR,SBC,HWH,NDLS,Monday,4,None,Cloudy,40.9,52,5.8,0,Low,Medium,13,13,371,1375,Express,WAG-9,No,26
12622,Tamil Nadu Express,SR,CNB,BCT,BCT,Thursday,9,None,Clear,44.5,35,12.9,0,High,Low,38,15,144,361,Passenger,WDP-4D,Yes,61
12627,Karnataka Express,SWR,KOTA,HWH,MAS,Sunday,7,None,Fog,13.3,40,10.0,0,Low,Medium,0,9,1500,1178,Vande Bharat,WAP-5,No,45
12001,Shatabdi,NR,AGC,BCT,BCT,Tuesday,3,None,Rain,10.2,98,11.8,32,High,Low,0,13,1786,836,Mail,WAG-9,Yes,45
